hole_id,east,north,elevation,from,to,final_depth,sample_length,dip_direction,dip,cu_perc,lithology,hole_radius
DH-125,7984.02796596,243800.98268506,789.30928253,62.85,67.85,180.65,5,160.0000012,55.00000093,2.2,GnP,1
DH-125,7986.36655786,243794.55745663,779.56078595,74.75,79.75,180.65,5,160.0000012,54.55198491,0.57,MzP,1
DH-125,7987.3711252,243791.79743053,775.51468022,79.75,84.75,180.65,5,160.0000012,53.49454764,0.64,MzP,1
DH-125,7990.82949226,243782.29564514,762.61182681,96.7,100.6,180.65,3.9,160.0000012,50.27068632,1.15,MzP,1
DH-125,7993.26224923,243775.61170029,754.37723485,107.05,112.05,180.65,5,160.00000119,48.08584997,1.38,MzP,1
DH-125,7994.41526952,243772.44380308,750.68674195,112.05,117.05,180.65,5,160.0000012,47.09149379,1.68,MzP,1
DH-125,7995.50117199,243769.46031057,747.32340658,117.05,121.3,180.65,4.25,160.00000119,46.13180612,1.18,MzP,1
DH-125,7999.56575923,243758.29294891,735.35498706,134.75,137.3,180.65,2.55,160.00000119,45.00000077,1.03,MzP,1
DH-125,8006.14393677,243740.21955465,716.12168261,161.85,164.6,180.65,2.75,160.00000119,45.00000077,0.99,MzP,1
DH-125,8008.29030904,243734.32244531,709.84610993,170.4,173.8,180.65,3.4,160.0000012,45.00000076,1.2,MzP,1
DH-126,8043.85767491,243789.2303227,790.11824642,45.8,50.8,180,5,157.00000114,55.60202416,0.5,GnP,1
DH-126,8053.69724444,243766.27531781,755.48576362,88.5,93.5,180,5,155.96698934,52.40907083,0.98,MzP,1
DH-126,8054.95375501,243763.47788362,751.53804075,93.5,98.5,180,5,155.65874892,51.90909961,1.09,MzP,1
DH-126,8056.2194116,243760.69926079,747.67676339,98.5,103.35,180,4.85,155.36000171,51.41287954,1.24,MzP,1
DH-126,8068.22585846,243735.67518865,714.97228887,142.05,145.6,180,3.55,154.00000109,49.00000084,0.76,MzP,1
DH-127,8030.68404995,243531.34935939,772.71153193,52.65,55.85,150.4,3.2,150.38763518,52.07574311,1.66,GnP,1
DH-127,8039.50878553,243515.97811787,751.00332332,81,83.55,150.4,2.55,150.00000104,50.00000084,1.37,MzP,1
DH-127,8041.95137844,243511.74742284,745.18138555,87.75,92,150.4,4.25,150.00000103,50.00000085,0.72,MzP,1
DH-127,8057.90054601,243484.12265428,707.16643006,137,142,150.4,5,150.00000102,50.00000085,0.67,MzP,1
