hole_id,east,north,elevation,from,to,final_depth,sample_length,dip_direction,dip,cu_perc,lithology,hole_radius
DH-113,7966.43139769,243651.30960784,799.568422,49.8,54.8,181.1,5,148.15540111,52.84169498,0.69,GnP,1
DH-113,7968.04292575,243648.73969501,795.59504376,54.8,59.8,181.1,5,147.66516222,52.43937065,0.58,GnP,1
DH-113,7969.69099456,243646.16034952,791.64359919,59.8,64.8,181.1,5,147.18410814,52.03530352,1.21,GnP,1
DH-113,7971.37602797,243643.57087887,787.71300516,64.8,69.8,181.1,5,146.71196432,51.62954926,0.82,GnP,1
DH-113,7973.09808533,243640.9711856,783.80310892,69.8,74.8,181.1,5,146.24858269,51.2222657,0.8,GnP,1
DH-113,7974.84603606,243638.35188032,779.91322676,74.8,79.8,181.1,5,146.31802589,50.79541798,1.01,MzP,1
DH-113,7976.57751122,243635.68463932,776.05023544,79.8,84.8,181.1,5,147.69513134,50.27858513,1.32,MzP,1
DH-113,7979.49031765,243630.93521832,769.42713919,88.45,93.45,181.1,5,149.40467435,49.50243218,1.13,MzP,1
DH-113,7981.03640617,243628.27031359,765.84801029,93.45,97.9,181.1,4.45,150.40763332,49.02330425,0.79,MzP,1
DH-113,7984.22550015,243622.4223539,758.31014549,103.25,108.25,181.1,5,152.46731216,47.98143679,0.59,MzP,1
DH-113,7989.57775171,243611.39668513,745.12386103,121.25,126.25,181.1,5,155.77405578,46.13450578,1.03,MzP,1
DH-113,7990.99377413,243608.2269603,741.52347898,126.25,131.25,181.1,5,156.08150741,45.95120949,0.82,MzP,1
DH-113,7992.40527998,243605.05058332,737.92716885,131.25,136.25,181.1,5,156.00000112,46.00000079,0.97,MzP,1
DH-113,7995.34372732,243598.45072253,730.44603493,142.15,146.15,181.1,4,156.00000113,46.00000078,0.84,MzP,1
DH-113,7997.81597869,243592.89795504,724.15181168,150.4,155.4,181.1,5,156.00000113,46.00000078,0.99,MzP,1
DH-113,7999.22869376,243589.72494505,720.55511267,155.4,160.4,181.1,5,156.00000113,46.00000078,1.11,MzP,1
DH-113,8000.64140883,243586.55193505,716.95841367,160.4,165.4,181.1,5,156.00000112,46.00000079,1.2,MzP,1
DH-113,8001.87047094,243583.79141636,713.82928554,165.4,169.1,181.1,3.7,156.00000112,46.00000079,0.67,MzP,1
DH-113,8004.2297051,243578.49248966,707.82279821,173.1,178.1,181.1,5,156.00000113,46.00000078,0.38,MzP,1
DH-113,8005.35987716,243575.95408167,704.94543901,178.1,181.1,181.1,3,156.00000112,46.00000079,0.35,MzP,1
DH-114,7988.25416278,243607.47436673,810.74382955,17.45,22.45,139.4,5,153.61445218,58.40638614,0.65,TnP,1
DH-114,7989.4170402,243605.11042525,806.49394657,22.45,27.45,139.4,5,153.99609372,58.00417227,0.71,TnP,1
DH-114,7990.59810462,243602.71871735,802.26469199,27.45,32.45,139.4,5,153.44578065,57.515202,0.53,TnP,1
DH-114,7991.81902486,243600.30470282,798.0561523,32.45,37.45,139.4,5,152.90098497,57.01962544,0.73,TnP,1
DH-114,7993.07913535,243597.8703016,793.87138555,37.45,42.45,139.4,5,152.3675999,56.52643196,0.61,GnP,1
DH-114,7994.11299769,243595.91066006,790.54255049,42.45,45.45,139.4,3,151.88392439,56.0622706,0.67,GnP,1
DH-114,7996.32794831,243591.82761388,783.73163552,50.9,53.5,139.4,2.6,151.12305554,55.30481963,0.51,GnP,1
DH-114,7998.24625135,243588.39677565,778.12606855,56.55,61.55,139.4,5,150.45955175,54.61580131,1.13,GnP,1
DH-114,7999.53819372,243586.13537436,774.48772786,61.55,65.5,139.4,3.95,150.01163067,54.13496029,0.69,GnP,1
DH-114,8001.16294908,243583.34631908,770.0648703,67.7,70.3,139.4,2.6,149.53552896,53.60946168,0.87,GnP,1
DH-114,8003.12053151,243580.05576094,764.93028555,72.9,77.9,139.4,5,149.000001,53.00000091,1.36,GnP,1
DH-114,8004.67031977,243577.47648014,760.937108,77.9,82.9,139.4,5,149.00000101,53.0000009,1.66,MzP,1
DH-114,8006.22010802,243574.89719935,756.94393045,82.9,87.9,139.4,5,149.00000101,53.0000009,1.23,MzP,1
DH-114,8007.76989628,243572.31791855,752.9507529,87.9,92.9,139.4,5,149.00000102,53.0000009,1.02,MzP,1
DH-114,8009.04072264,243570.2029083,749.67634731,92.9,96.1,139.4,3.2,149.00000103,53.00000089,1.45,MzP,1
DH-115,7953.37101764,243771.39762111,832.75367624,17.7,22.7,172.1,5,156.04060779,60.01465371,0.98,TnP,1
DH-115,7954.36653681,243769.10481997,828.42301986,22.7,27.7,172.1,5,157.01874529,59.9975649,0.98,TnP,1
DH-115,7955.34461806,243766.79955814,824.09495549,27.7,32.7,172.1,5,157.00000115,59.89600477,1.07,TnP,1
DH-115,7956.32600721,243764.4875502,819.77148863,32.7,37.7,172.1,5,157.00000115,59.79598425,0.84,TnP,1
DH-115,7957.31034096,243762.16860521,815.4524224,37.7,42.7,172.1,5,157.00000114,59.69599818,0.95,GnP,1
DH-115,7958.29759407,243759.84278263,811.13786573,42.7,47.7,172.1,5,157.00000116,59.59599891,1.26,GnP,1
DH-115,7959.28782855,243757.50993639,806.82782924,47.7,52.7,172.1,5,157.00000113,59.49274375,0.74,GnP,1
DH-115,7967.85678607,243737.24331698,770.32152208,91.25,94.4,172.1,3.15,157.37558232,57.93151207,0.44,MzP,1
DH-115,7970.11826109,243731.78706187,761.01433451,101.35,106.35,172.1,5,157.59792747,57.26690311,0.71,MzP,1
DH-115,7971.86513045,243727.53206286,753.92709506,109.8,114.8,172.1,5,157.76127418,56.76260023,0.82,MzP,1
DH-115,7978.41968867,243711.34770844,727.8884051,141.15,146.15,172.1,5,158.00000116,56.00000095,1.39,MzP,1
DH-115,7979.46707542,243708.75533528,723.74321724,146.15,151.15,172.1,5,158.00000115,56.00000096,0.98,MzP,1
DH-115,7981.59327051,243703.49281777,715.32848588,156.3,161.3,172.1,5,158.00000116,56.00000095,0.69,MzP,1
DH-116,7848.23826272,243676.74184039,825.8109965,49,54,181.7,5,159.42868821,49.76066552,0.67,GnP,1
DH-116,7849.38443311,243673.695733,822.01906695,54,59,181.7,5,159.33204015,48.95996912,0.93,GnP,1
DH-116,7850.55385646,243670.60340173,818.27431889,59,64,181.7,5,159.2386058,48.16057946,0.71,GnP,1
DH-116,7851.74730448,243667.46278,814.57407487,64,69,181.7,5,159.14816406,47.36223719,0.62,GnP,1
DH-116,7852.96488627,243664.2735756,810.91795579,69,74,181.7,5,159.06059063,46.56541039,0.75,GnP,1
DH-116,7854.20722764,243661.03472444,807.30630633,74,79,181.7,5,158.96905406,45.74433378,0.91,MzP,1
DH-116,7855.47557959,243657.74597399,803.74629127,79,84,181.7,5,158.85222701,44.82411801,0.63,MzP,1
DH-116,7856.76945701,243654.41058774,800.24580343,84,89,181.7,5,158.74356495,43.92754994,0.62,MzP,1
DH-116,7858.08776891,243651.03096942,796.80587875,89,94,181.7,5,158.63792846,43.02913904,0.66,MzP,1
DH-116,7859.4306663,243647.60672393,793.42606914,94,99,181.7,5,158.53521854,42.12955304,0.71,MzP,1
DH-116,7860.79830425,243644.13744795,790.1059311,99,104,181.7,5,158.43534031,41.22946588,0.69,MzP,1
DH-116,7862.19084168,243640.62273064,786.84502653,104,109,181.7,5,158.33820271,40.32955412,0.63,MzP,1
DH-116,7863.60844105,243637.06215431,783.64292354,109,114,181.7,5,158.24371825,39.43049311,0.64,MzP,1
DH-116,7865.05126811,243633.45529516,780.49919728,114,119,181.7,5,158.15180269,38.53295339,0.62,MzP,1
DH-116,7866.51949164,243629.801724,777.41343072,119,124,181.7,5,158.0623748,37.63759708,0.68,MzP,1
DH-116,7868.0103189,243626.10680498,774.38078631,124,129,181.7,5,157.99177062,36.91505413,1.06,MzP,1
DH-116,7869.50859932,243622.39919864,771.3720493,129,134,181.7,5,158.00000116,37.00000063,1.41,MzP,1
DH-116,7871.00446996,243618.69678889,768.36297418,134,139,181.7,5,158.00000115,37.00000064,2.04,MzP,1
DH-116,7872.5003406,243614.99437914,765.35389907,139,144,181.7,5,158.00000117,37.00000062,1.42,MzP,1
DH-116,7873.99621124,243611.29196938,762.34482395,144,149,181.7,5,158.00000115,37.00000064,1.58,MzP,1
DH-116,7875.49208188,243607.58955963,759.33574883,149,154,181.7,5,158.00000116,37.00000063,1.8,MzP,1
DH-116,7877.60125948,243602.36916188,755.09295292,156.05,161.05,181.7,5,158.00000116,37.00000063,1.36,MzP,1
DH-116,7879.09713012,243598.66675213,752.08387781,161.05,166.05,181.7,5,158.00000116,37.00000063,0.64,MzP,1
DH-116,7880.59300076,243594.96434237,749.07480269,166.05,171.05,181.7,5,158.00000116,37.00000063,0.54,MzP,1
DH-116,7882.08887139,243591.26193262,746.06572757,171.05,176.05,181.7,5,158.00000116,37.00000063,0.46,MzP,1
DH-116,7883.58474203,243587.55952287,743.05665246,176.05,181.05,181.7,5,158.00000116,37.00000063,0.63,MzP,1
DH-117,7872.48727671,243637.96763473,844.25441149,16.45,21.45,166.45,5,152.00000105,54.69235118,0.62,TnP,1
DH-117,7873.86749959,243635.37181303,840.20871584,21.45,26.45,166.45,5,152.00000105,53.29730857,0.56,TnP,1
DH-117,7875.27900595,243632.71715566,836.21070666,26.45,31.45,166.45,5,152.00000107,52.81479989,0.59,TnP,1
DH-117,7876.69789908,243630.04860581,832.22636326,31.45,36.45,166.45,5,152.00000106,52.82100569,0.91,TnP,1
DH-117,7878.11806315,243627.37766565,828.24522403,36.45,41.45,166.45,5,152.00000105,52.72098785,1,TnP,1
DH-117,7879.54147874,243624.70061027,824.26939436,41.45,46.45,166.45,5,152.00000105,52.62099874,0.86,GnP,1
DH-117,7880.96812941,243622.0174706,820.29891877,46.45,51.45,166.45,5,152.00000107,52.52099878,0.57,GnP,1
DH-117,7882.39802661,243619.3282251,816.33376587,51.45,56.45,166.45,5,152.00000105,52.42099874,0.63,GnP,1
DH-117,7883.8311725,243616.6328697,812.37392961,56.45,61.45,166.45,5,152.00000107,52.32099947,0.64,GnP,1
DH-117,7885.26756924,243613.93140034,808.41940391,61.45,66.45,166.45,5,152.00000105,52.22100194,0.92,GnP,1
DH-117,7886.707219,243611.22381293,804.47018273,66.45,71.45,166.45,5,152.00000106,52.12100701,0.88,GnP,1
DH-117,7888.15012397,243608.51010337,800.52626003,71.45,76.45,166.45,5,152.00000107,52.02101562,0.52,GnP,1
DH-117,7889.59114459,243605.78752531,796.58743083,76.45,81.45,166.45,5,152.21653127,51.92350843,0.7,MzP,1
DH-117,7891.022272,243603.05214532,792.65376487,81.45,86.45,166.45,5,152.54676501,51.82664432,0.79,MzP,1
DH-117,7892.44123,243600.3031191,788.72558906,86.45,91.45,166.45,5,152.85029236,51.72872845,0.59,MzP,1
DH-117,7893.84861556,243597.5407822,784.80294514,91.45,96.45,166.45,5,153.15252864,51.63002547,0.51,MzP,1
DH-117,7895.24443859,243594.76511606,780.88580619,96.45,101.45,166.45,5,153.45346133,51.53054531,0.61,MzP,1
DH-117,7896.62870889,243591.97610204,776.97414531,101.45,106.45,166.45,5,153.75307818,51.43029819,0.73,MzP,1
DH-117,7897.98097245,243589.21590679,773.12647055,106.45,111.3,166.45,4.85,154.04916932,51.33004304,0.54,MzP,1
DH-117,7900.06589667,243584.88846663,767.14088069,114.05,119.05,166.45,5,154.50230589,51.17430544,0.6,MzP,1
DH-117,7901.4095779,243582.05231246,763.24828533,119.05,124.05,166.45,5,154.79709431,51.07147751,0.56,MzP,1
DH-117,7902.74344593,243579.20498746,759.36046724,124.05,129.05,166.45,5,155.00000111,51.00000087,0.48,MzP,1
DH-117,7904.07270225,243576.35236,755.47485511,129.05,134.05,166.45,5,155.03120444,50.98895828,0.58,MzP,1
DH-117,7905.40195856,243573.49973253,751.58924299,134.05,139.05,166.45,5,155.00000111,51.00000086,0.73,MzP,1
DH-117,7906.73177001,243570.64794268,747.70351318,139.05,144.05,166.45,5,155.0000011,51.00000088,0.68,MzP,1
DH-118,7902.66170916,243582.15669672,836.37890108,14.15,19.15,178.75,5,151.32122579,58.66887592,0.58,TnP,1
DH-118,7903.92118314,243579.86447541,832.11705561,19.15,24.15,178.75,5,151.10636669,58.25715732,0.79,TnP,1
DH-118,7905.20071897,243577.55109436,827.87203531,24.15,29.15,178.75,5,151.00000104,57.91620246,0.6,TnP,1
DH-118,7906.49454977,243575.21696181,823.64324983,29.15,34.15,178.75,5,151.00000104,57.57262076,0.46,TnP,1
DH-118,7908.67855668,243571.27690905,816.61280206,37.5,42.5,178.75,5,151.00000104,57.10011614,0.72,GnP,1
DH-118,7910.00047558,243568.89210422,812.42209352,42.5,47.5,178.75,5,151.00000104,56.79994424,0.89,GnP,1
DH-118,7911.33290945,243566.4883299,808.24606233,47.5,52.5,178.75,5,151.00000103,56.49994321,0.77,GnP,1
DH-118,7912.67589817,243564.06551411,804.08456445,52.5,57.5,178.75,5,151.00000104,56.19994423,0.58,GnP,1
DH-118,7914.02945965,243561.62362457,799.93754214,57.5,62.5,178.75,5,151.00000105,55.89997198,0.75,GnP,1
DH-118,7915.39361194,243559.16262869,795.80493784,62.5,67.5,178.75,5,151.00000103,55.60005116,0.73,GnP,1
DH-118,7916.76837324,243556.68249365,791.68669418,67.5,72.5,178.75,5,151.00000105,55.30020633,0.91,GnP,1
DH-118,7918.15376189,243554.18318637,787.58275401,72.5,77.5,178.75,5,151.00000104,55.00046216,0.71,GnP,1
DH-118,7919.55473114,243551.67203397,783.49100614,77.5,82.5,178.75,5,150.68655762,54.8032886,1.13,MzP,1
DH-118,7920.97725786,243549.1563483,779.41025986,82.5,87.5,178.75,5,150.34125546,54.58339769,1.19,MzP,1
DH-118,7923.95357226,243543.98659017,771.07541442,92.75,97.75,178.75,5,149.75016098,54.19907764,0.97,MzP,1
DH-118,7925.43715507,243541.4579667,767.02551455,97.75,102.75,178.75,5,149.44892136,53.99929898,1.09,MzP,1
DH-118,7926.94106389,243538.92515278,762.9861365,102.75,107.75,178.75,5,149.1506603,53.79883915,0.85,MzP,1
DH-118,7928.46538322,243536.38799803,758.95703582,107.75,112.75,178.75,5,148.85526395,53.59766122,0.99,MzP,1
DH-118,7930.01012881,243533.84647516,754.93816851,112.75,117.75,178.75,5,148.56271301,53.39579076,1.12,MzP,1
DH-118,7931.5753166,243531.3005568,750.92949066,117.75,122.75,178.75,5,148.27298783,53.19325332,1.19,MzP,1
DH-118,7933.16068677,243528.75028644,746.93084593,122.75,127.75,178.75,5,147.99354695,52.99540333,1.22,MzP,1
DH-118,7934.75563393,243526.19815733,742.93740946,127.75,132.75,178.75,5,148.00000099,53.0000009,0.91,MzP,1
DH-118,7936.3502008,243523.64631691,738.94423191,132.75,137.75,178.75,5,148.00000098,53.00000091,1.01,MzP,1
DH-118,7937.94476768,243521.09447649,734.95105436,137.75,142.75,178.75,5,148.00000099,53.0000009,1.16,MzP,1
DH-118,7939.23636684,243519.02748575,731.71658054,142.75,145.85,178.75,3.1,148.00000099,53.00000091,0.97,MzP,1
DH-119,7932.30474607,243524.7821137,828.76807625,10.4,15.4,175.8,5,157.83649524,59.08422515,0.62,TnP,1
DH-119,7933.11961399,243522.69020458,825.04377118,15.4,19.1,175.8,3.7,159.89500883,58.68471059,0.62,TnP,1
DH-119,7935.77165842,243514.67705564,811.49820298,30.7,35.7,175.8,5,160.90651291,57.59028873,0.63,TnP,1
DH-119,7936.49046351,243512.65143323,808.12465573,35.7,38.7,175.8,3,159.72744594,57.33992137,0.45,TnP,1
DH-119,7937.83995274,243509.13649836,802.28743363,41.65,46.65,175.8,5,158.18168234,56.9894433,0.68,GnP,1
DH-119,7938.88280171,243506.6099686,798.10353744,46.65,51.65,175.8,5,156.96484196,56.69519781,0.56,GnP,1
DH-119,7939.77552883,243504.55378357,794.70571061,51.65,54.8,175.8,3.15,155.84759563,56.4103207,0.52,GnP,1
DH-119,7941.50138107,243500.83747542,788.58288634,58.1,63.1,175.8,5,154.25656715,55.97945684,0.43,GnP,1
DH-119,7942.74755703,243498.31900266,784.44606629,63.1,68.1,175.8,5,153.09493717,55.64551397,0.52,GnP,1
DH-119,7944.00013535,243495.90475449,780.48990824,68.1,72.7,175.8,4.6,152.02147362,55.32185281,0.4,GnP,1
DH-119,7949.2216728,243486.48019461,765.31742836,86.5,91.5,175.8,5,150.68950519,53.8371713,0.71,MzP,1
DH-119,7952.49797505,243480.66916401,756.32445147,98.6,101.8,175.8,3.2,150.47283969,52.98504006,1.04,MzP,1
DH-119,7955.2880967,243475.76146426,748.93712861,107,112,175.8,5,150.29051486,52.24060747,0.74,MzP,1
DH-119,7956.81448142,243473.09164474,744.99508872,112,117,175.8,5,150.19512071,51.84076895,0.7,MzP,1
DH-119,7958.359027,243470.40037738,741.07435965,117,122,175.8,5,150.10140384,51.44084426,0.81,MzP,1
DH-119,7959.85891473,243467.79641747,737.32976057,122,126.6,175.8,4.6,150.01112413,51.04877579,0.86,MzP,1
DH-119,7964.48482779,243459.78408163,725.90457863,136.5,141.5,175.8,5,150.00000102,51.00000087,0.43,MzP,1
DH-119,7966.05812876,243457.0590444,722.01884882,141.5,146.5,175.8,5,150.00000102,51.00000087,0.57,MzP,1
DH-120,7999.2729017,243495.36872306,809.39461028,3.4,6.65,135.6,3.25,151.56089862,59.19894409,1,TnP,1
DH-120,8012.12128342,243472.51953598,770.6527868,50.45,53.2,135.6,2.75,151.1314524,53.32149421,2.44,GnP,1
DH-120,8018.08304032,243461.52757141,754.47463425,70.15,74.4,135.6,4.25,151.90257252,51.27299911,0.85,GnP,1
DH-121,7792.80836194,243595.32411724,855.04424628,17.55,22.55,176.75,5,156.09644673,56.80649555,0.55,TnP,1
DH-121,7793.90940911,243592.78519244,850.87877715,22.55,27.55,176.75,5,157.00412716,55.99473724,0.62,TnP,1
DH-121,7795.00462816,243590.19045362,846.74321969,27.55,32.55,176.75,5,157.22593524,55.49373187,0.6,TnP,1
DH-121,7796.10344721,243587.55920624,842.6334865,32.55,37.55,176.75,5,157.4416313,54.99754874,0.66,TnP,1
DH-121,7797.20531113,243584.89276182,838.55137739,37.55,42.55,176.75,5,157.65299671,54.49874423,0.79,GnP,1
DH-121,7798.31066921,243582.18999174,834.4952856,42.55,47.55,176.75,5,157.85936519,53.99933001,0.72,GnP,1
DH-121,7799.41956648,243579.45078202,830.46505145,47.55,52.55,176.75,5,158.06089069,53.49944103,0.5,GnP,1
DH-121,7800.53204806,243576.67501728,826.46051639,52.55,57.55,176.75,5,158.25772122,52.99921208,0.92,GnP,1
DH-121,7801.64815918,243573.86258079,822.48152305,57.55,62.55,176.75,5,158.44999918,52.49877744,0.95,GnP,1
DH-121,7802.76794513,243571.01335451,818.52791538,62.55,67.55,176.75,5,158.63786161,51.9982708,0.65,GnP,1
DH-121,7803.89140838,243568.1272203,814.59949763,67.55,72.55,176.75,5,158.82289665,51.49870598,0.66,GnP,1
DH-121,7805.01884875,243565.20373315,810.69641464,72.55,77.55,176.75,5,158.99789659,50.98714909,0.73,GnP,1
DH-121,7806.15927672,243562.24188248,806.82715483,77.55,82.55,176.75,5,158.88558592,50.29081858,0.7,MzP,1
DH-121,7807.32142897,243559.24092647,802.99980428,82.55,87.55,176.75,5,158.77631794,49.59310426,0.62,MzP,1
DH-121,7808.50539884,243556.20062857,799.2140854,87.55,92.55,176.75,5,158.66998707,48.89432122,0.56,MzP,1
DH-121,7809.71262546,243553.11818945,795.47138033,92.55,97.55,176.75,5,158.55564502,48.12033664,0.36,MzP,1
DH-121,7812.97561285,243544.8612653,785.85297136,105.65,110.65,176.75,5,158.30780538,46.35865942,0.63,MzP,1
DH-121,7814.26156771,243541.63626477,782.25650419,110.65,115.65,176.75,5,158.21391989,45.65992086,0.48,MzP,1
DH-121,7815.56907989,243538.37256403,778.70232254,115.65,120.65,176.75,5,158.12236692,44.96124577,0.61,MzP,1
DH-121,7816.89874759,243535.06866491,775.18876695,120.65,125.65,176.75,5,158.03316482,44.26366782,0.7,MzP,1
DH-121,7818.24441171,243531.73608999,771.70686479,125.65,130.65,176.75,5,157.99011775,43.92096462,0.68,MzP,1
DH-121,7819.59336497,243528.39814324,768.23497261,130.65,135.65,176.75,5,158.00000116,44.00000075,0.55,MzP,1
DH-121,7820.94071213,243525.06334199,764.76168076,135.65,140.65,176.75,5,158.00000116,44.00000075,0.68,MzP,1
DH-121,7822.28805929,243521.72854075,761.2883889,140.65,145.65,176.75,5,158.00000116,44.00000075,0.81,MzP,1
DH-121,7823.63540645,243518.3937395,757.81509705,145.65,150.65,176.75,5,158.00000116,44.00000075,0.92,MzP,1
DH-121,7824.98275361,243515.05893826,754.3418052,150.65,155.65,176.75,5,158.00000116,44.00000075,1.19,MzP,1
DH-121,7826.33010077,243511.72413702,750.86851335,155.65,160.65,176.75,5,158.00000116,44.00000075,0.98,MzP,1
DH-121,7827.67744793,243508.38933577,747.39522149,160.65,165.65,176.75,5,158.00000116,44.00000075,0.95,MzP,1
DH-121,7828.71490524,243505.82153881,744.72078677,165.65,168.35,176.75,2.7,158.00000117,44.00000074,0.76,MzP,1
DH-122,7826.10118478,243544.56829508,841.65203244,26.5,31.5,181.1,5,150.81261867,54.36301149,0.57,TnP,1
DH-122,7827.54146469,243542.00201996,837.60736945,31.5,36.5,181.1,5,150.5844653,53.55941462,0.8,TnP,1
DH-122,7829.01931734,243539.39262917,833.604453,36.5,41.5,181.1,5,150.36655955,52.76188524,0.66,TnP,1
DH-122,7830.53320663,243536.74274747,829.64690317,41.5,46.5,181.1,5,150.15623241,51.96296068,0.95,GnP,1
DH-122,7832.08327,243534.05212637,825.7343118,46.5,51.5,181.1,5,149.9531404,51.16314038,0.89,GnP,1
DH-122,7833.66964916,243531.32051215,821.86627341,51.5,56.5,181.1,5,149.75695993,50.36292549,0.9,GnP,1
DH-122,7835.2924899,243528.54764622,818.04238578,56.5,61.5,181.1,5,149.56738579,49.56281668,0.68,GnP,1
DH-122,7836.95194187,243525.73326546,814.26225057,61.5,66.5,181.1,5,149.3841298,48.76331208,1.07,GnP,1
DH-122,7838.64815845,243522.87710258,810.52547389,66.5,71.5,181.1,5,149.20691954,47.96490524,0.93,GnP,1
DH-122,7840.38129645,243519.97888646,806.83166689,71.5,76.5,181.1,5,149.03549713,47.16808309,0.99,GnP,1
DH-122,7842.1460544,243517.04949545,803.17586387,76.5,81.5,181.1,5,148.83323297,46.65074966,1.11,MzP,1
DH-122,7843.93490468,243514.10439519,799.54897681,81.5,86.5,181.1,5,148.61853579,46.28220416,1.03,MzP,1
DH-122,7845.74639043,243511.14664148,795.94693584,86.5,91.5,181.1,5,148.41114899,45.88335579,1.24,MzP,1
DH-122,7847.58122545,243508.17479942,792.36993624,91.5,96.5,181.1,5,148.20664954,45.48399863,1.3,MzP,1
DH-122,7849.43945768,243505.18878907,788.81787773,96.5,101.5,181.1,5,148.00499356,45.08420833,1.25,MzP,1
DH-122,7851.32113578,243502.18853001,785.29066065,101.5,106.5,181.1,5,147.80613792,44.68406044,1.35,MzP,1
DH-122,7853.22630908,243499.17394134,781.78818589,106.5,111.5,181.1,5,147.61004006,44.28363048,1.3,MzP,1
DH-122,7855.15502758,243496.14494176,778.31035501,111.5,116.5,181.1,5,147.41665805,43.88299378,1.05,MzP,1
DH-122,7857.10734193,243493.10144956,774.85707025,116.5,121.5,181.1,5,147.22595051,43.48222545,1.12,MzP,1
DH-122,7859.0833034,243490.04338268,771.42823456,121.5,126.5,181.1,5,147.03787672,43.08140024,1.16,MzP,1
DH-122,7860.73547716,243487.49790768,768.59541507,126.5,129.8,181.1,3.3,146.97761067,42.95177375,0.8,MzP,1
DH-122,7863.32562226,243483.51030068,764.16322119,132.15,137.15,181.1,5,147.00000097,43.00000073,1.2,MzP,1
DH-122,7865.31724113,243480.44347655,760.75322939,137.15,142.15,181.1,5,147.00000097,43.00000073,1.18,MzP,1
DH-122,7873.20405186,243468.29885303,747.24966186,156.95,161.95,181.1,5,147.00000097,43.00000073,0.87,MzP,1
DH-122,7875.19567074,243465.23202891,743.83967006,161.95,166.95,181.1,5,147.00000097,43.00000073,0.55,MzP,1
DH-122,7877.18728961,243462.16520479,740.42967826,166.95,171.95,181.1,5,147.00000097,43.00000073,0.72,MzP,1
DH-122,7880.81203595,243456.58358489,734.22349319,176.9,180.2,181.1,3.3,147.00000098,43.00000073,0.62,MzP,1
DH-123,7926.95347296,243820.49911731,829.1342452,23.75,28.75,152.8,5,156.91474456,58.8761077,0.7,TnP,1
DH-123,7929.68569316,243814.22148459,818.0795354,36.75,41.75,152.8,5,156.06210561,57.58319662,0.6,TnP,1
DH-123,7934.70641198,243803.26004216,799.86992276,58.6,63.6,152.8,5,154.75669267,55.3963607,0.72,GnP,1
DH-123,7935.93144338,243800.6781163,795.76623263,63.6,68.6,152.8,5,154.47975499,54.89696731,2.06,GnP,1
DH-123,7937.18568955,243798.06887374,791.68636345,68.6,73.6,152.8,5,154.175643,54.38451924,2.28,GnP,1
DH-123,7938.46559994,243795.43305536,787.63140393,73.6,78.6,152.8,5,154.0242889,53.91113955,1.9,MzP,1
DH-123,7939.75950743,243792.77090868,783.60022196,78.6,83.6,152.8,5,154.13208515,53.51207638,1.37,MzP,1
DH-123,7941.06033098,243790.08179298,779.59074586,83.6,88.6,152.8,5,154.23793044,53.11268739,1.55,MzP,1
DH-123,7942.36810367,243787.36563881,775.60287744,88.6,93.6,152.8,5,154.34187147,52.71303502,1.27,MzP,1
DH-123,7943.68285874,243784.62237598,771.63651905,93.6,98.6,152.8,5,154.44395338,52.31318193,2.11,MzP,1
DH-123,7945.00462963,243781.85193365,767.69157354,98.6,103.6,152.8,5,154.5442201,51.91319065,1.98,MzP,1
DH-123,7946.33344993,243779.05424031,763.76794437,103.6,108.6,152.8,5,154.6427141,51.51312384,2.08,MzP,1
DH-123,7947.66913241,243776.2301071,759.86476883,108.6,113.6,152.8,5,154.73300856,51.14000804,1.74,MzP,1
DH-123,7949.01220113,243773.37725869,755.9844785,113.6,118.6,152.8,5,154.84602282,50.66425766,0.81,MzP,1
DH-123,7953.9668689,243762.77113557,741.94749186,132.15,136.6,152.8,4.45,155.00000112,50.00000085,0.56,MzP,1
DH-124,8008.7944478,243760.72521525,805.41561636,36.2,41.2,180,5,157.00000115,56.17812423,0.87,TnP,1
DH-124,8009.88606508,243758.1535261,801.2692898,41.2,46.2,180,5,157.00000114,55.8779418,1.01,GnP,1
DH-124,8010.98606732,243755.56208323,797.13797397,46.2,51.2,180,5,157.00000113,55.57794427,1.37,GnP,1
DH-124,8011.90513724,243753.39689018,793.71985328,51.2,54.5,180,3.3,157.00000117,55.29686703,1.21,GnP,1
DH-124,8023.20054559,243727.37756637,755.57717677,97.9,102.9,180,5,155.36483662,50.45349438,0.69,MzP,1
DH-124,8024.54421443,243724.46730703,751.74305253,102.9,107.9,180,5,155.07156621,49.75219881,2.23,MzP,1
DH-124,8025.92185734,243721.5225687,747.94973735,107.9,112.9,180,5,154.78710582,49.05129748,1.55,MzP,1
DH-124,8027.3341922,243718.54175922,744.19505143,112.9,117.9,180,5,154.51084239,48.35044649,0.94,MzP,1
DH-124,8028.7813227,243715.52464934,740.47868241,117.9,122.9,180,5,154.24248107,47.65001701,0.62,MzP,1
DH-124,8030.26252395,243712.47196779,736.79973523,122.9,127.9,180,5,153.99266282,46.98007048,0.6,MzP,1
DH-124,8031.75886893,243709.40450495,733.1410479,127.9,132.9,180,5,154.00000109,47.0000008,0.83,MzP,1
DH-124,8033.25371095,243706.33962462,729.48427939,132.9,137.9,180,5,154.00000108,47.00000081,0.75,MzP,1
DH-124,8034.49442982,243703.79577395,726.44916153,137.9,141.2,180,3.3,154.00000109,47.0000008,0.52,MzP,1
DH-124,8040.69802419,243691.07652059,711.27357222,158.1,162.5,180,4.4,154.00000109,47.00000081,0.57,MzP,1
